"","NGenes","Direction","PValue","FDR"
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",91,"Up",0.0801660907506292,0.527299459843719
"BIOCARTA_RARRXR_PATHWAY",12,"Down",0.0803028138236189,0.527299459843719
"PID_ARF_3PATHWAY",29,"Up",0.0803881756716261,0.527299459843719
"NADLER_OBESITY_UP",94,"Up",0.0805186716571733,0.527299459843719
"VALK_AML_CLUSTER_4",41,"Up",0.0805380232899983,0.527299459843719
"REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING",27,"Up",0.0805757196194986,0.527299459843719
"PID_ARF6_PATHWAY",58,"Down",0.080631205857391,0.527299459843719
"REACTOME_KERATINIZATION",45,"Down",0.0810008467370629,0.52904165829552
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",631,"Up",0.081089085156769,0.52904165829552
"WELCSH_BRCA1_TARGETS_DN",194,"Up",0.0813763046151389,0.529287364713795
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS",9,"Down",0.0814788578872737,0.529287364713795
"REACTOME_ENOS_ACTIVATION",19,"Up",0.0814934634430158,0.529287364713795
"VERRECCHIA_RESPONSE_TO_TGFB1_C1",37,"Up",0.0815098710407961,0.529287364713795
"REACTOME_INTERLEUKIN_1_SIGNALING",109,"Up",0.0816171544440287,0.529361966499651
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE",17,"Up",0.081820798236054,0.529531080185563
"BIOCARTA_EIF2_PATHWAY",12,"Up",0.0818701860296975,0.529531080185563
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX",18,"Down",0.0819307045889715,0.529531080185563
"WINTER_HYPOXIA_UP",137,"Up",0.082192609292627,0.530426977169776
"COLDREN_GEFITINIB_RESISTANCE_DN",343,"Down",0.0822702182444481,0.530426977169776
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",46,"Down",0.0823572831001932,0.530426977169776
"MORI_SMALL_PRE_BII_LYMPHOCYTE_DN",114,"Up",0.0826107907868158,0.531247408377823
"GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP",112,"Up",0.0828075950291829,0.531247408377823
"REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K",11,"Down",0.0828385068148876,0.531247408377823
"REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH",8,"Up",0.0828712741693796,0.531247408377823
"FINETTI_BREAST_CANCER_KINOME_GREEN",25,"Up",0.0829653480691388,0.531247408377823
"REACTOME_PYRIMIDINE_SALVAGE",10,"Up",0.0832804136284277,0.53188049818307
"DEMAGALHAES_AGING_DN",31,"Up",0.0832973764801047,0.53188049818307
"LEE_METASTASIS_AND_RNA_PROCESSING_UP",21,"Up",0.0833907090517931,0.53188049818307
"GALLUZZI_PERMEABILIZE_MITOCHONDRIA",51,"Up",0.0834492203989725,0.53188049818307
"REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX",42,"Down",0.0837049515619978,0.532895809137788
"PID_ERB_GENOMIC_PATHWAY",36,"Down",0.0838594260275928,0.533264888640366
"COLLER_MYC_TARGETS_UP",27,"Up",0.0840376465864839,0.533336521973053
"BIOCARTA_MHC_PATHWAY",23,"Down",0.0841234871707742,0.533336521973053
"WEBER_METHYLATED_ICP_IN_SPERM_DN",10,"Up",0.0841602329280677,0.533336521973053
"MMS_MOUSE_LYMPH_HIGH_4HRS_UP",49,"Up",0.0843238745461774,0.53376143269436
"KYNG_NORMAL_AGING_DN",36,"Up",0.0844971906134501,0.533879161206722
"REACTOME_LIGAND_RECEPTOR_INTERACTIONS",8,"Down",0.0845652326296339,0.533879161206722
"FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES",8,"Up",0.0846323100284271,0.533879161206722
"REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS",39,"Up",0.0848469652745825,0.534413146449345
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",106,"Up",0.0849244191101515,0.534413146449345
"REACTOME_COMPLEX_I_BIOGENESIS",53,"Up",0.0850070857272845,0.534413146449345
"INAMURA_LUNG_CANCER_SCC_DN",21,"Down",0.0854000438536682,0.536273457199284
"LUDWICZEK_TREATING_IRON_OVERLOAD",8,"Up",0.0855512418339529,0.536613124148041
"REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION",15,"Up",0.0861569537763937,0.539799689986793
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES",211,"Up",0.0863516255913811,0.54032744065719
"REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION",12,"Up",0.0865532775046805,0.54032744065719
"REACTOME_MISSPLICED_LRP5_MUTANTS_HAVE_ENHANCED_BETA_CATENIN_DEPENDENT_SIGNALING",8,"Down",0.0865922852187553,0.54032744065719
"SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN",48,"Down",0.0866323040937875,0.54032744065719
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",114,"Up",0.0868620036662701,0.541149303562355
"REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA",17,"Up",0.0870631255917895,0.541423185454901
"BIOCARTA_AMI_PATHWAY",24,"Up",0.0871130782077811,0.541423185454901
"HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER",9,"Up",0.0871998977659903,0.541423185454901
"RODRIGUES_THYROID_CARCINOMA_UP",20,"Up",0.0875048690665113,0.542006240636808
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",44,"Down",0.0875201722511551,0.542006240636808
"REACTOME_OPSINS",4,"Up",0.087588051554229,0.542006240636808
"SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN",77,"Up",0.0877039546859636,0.542116391045453
"BIOCARTA_ERYTH_PATHWAY",12,"Up",0.0879102924334671,0.542233604021697
"BIOCARTA_TERC_PATHWAY",6,"Down",0.0879191656177055,0.542233604021697
"BIOCARTA_PCAF_PATHWAY",17,"Down",0.088039468906595,0.542356724635833
"REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS",6,"Down",0.0881354214120482,0.542356724635833
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN",23,"Up",0.0884141174283502,0.543466532713085
"GRUETZMANN_PANCREATIC_CANCER_UP",535,"Up",0.0886851445436165,0.544496995221157
"KEGG_SPLICEOSOME",135,"Up",0.0888406950863111,0.544496995221157
"REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9",7,"Up",0.0888773596976988,0.544496995221157
"WANG_TARGETS_OF_MLL_CBP_FUSION_DN",53,"Up",0.0893056516586511,0.546118230892462
"REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1",6,"Up",0.0893396454445866,0.546118230892462
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING",58,"Up",0.0898354799633137,0.548318088376471
"KIM_LIVER_CANCER_POOR_SURVIVAL_UP",32,"Up",0.0899580061336478,0.548318088376471
"MIKKELSEN_DEDIFFERENTIATED_STATE_UP",5,"Down",0.0900428323661002,0.548318088376471
"ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN",21,"Up",0.0900964213257031,0.548318088376471
"ABBUD_LIF_SIGNALING_2_DN",9,"Down",0.0902997804813301,0.548951140747888
"NAKAMURA_CANCER_MICROENVIRONMENT_UP",38,"Up",0.0904469474627641,0.549241573273884
"NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON",58,"Down",0.0907257794612065,0.550330029969953
"REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION",9,"Up",0.0911049937220151,0.552024336960368
"GOLUB_ALL_VS_AML_UP",33,"Up",0.0914907569072747,0.553348764613401
"REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",60,"Up",0.0915238456128572,0.553348764613401
"REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM",6,"Down",0.0917228196031075,0.553945684291554
"REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS",60,"Up",0.0922569481977431,0.5554875466331
"CHUNG_BLISTER_CYTOTOXICITY_UP",155,"Up",0.0922642303447168,0.5554875466331
"REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI",6,"Up",0.0922796901572902,0.5554875466331
"REACTOME_LAMININ_INTERACTIONS",46,"Up",0.0930325569101097,0.559410130016612
"KEGG_HUNTINGTONS_DISEASE",186,"Up",0.0933744825067049,0.560552240209714
"REACTOME_PCP_CE_PATHWAY",100,"Up",0.0935613744623341,0.560552240209714
"BECKER_TAMOXIFEN_RESISTANCE_DN",117,"Down",0.0937434431366974,0.560552240209714
"TURJANSKI_MAPK8_AND_MAPK9_TARGETS",9,"Down",0.093843894765574,0.560552240209714
"ELVIDGE_HYPOXIA_DN",177,"Up",0.0938718244150269,0.560552240209714
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",136,"Up",0.0938850442175213,0.560552240209714
"KEGG_P53_SIGNALING_PATHWAY",78,"Up",0.094073963434883,0.560552240209714
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE",37,"Up",0.0943076638171347,0.560552240209714
"SCHUHMACHER_MYC_TARGETS_UP",97,"Up",0.0944415398164957,0.560552240209714
"ZHU_SKIL_TARGETS_DN",11,"Up",0.0944694156405138,0.560552240209714
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2",15,"Down",0.0944739098945376,0.560552240209714
"FAELT_B_CLL_WITH_VH3_21_UP",63,"Up",0.0945688575464785,0.560552240209714
"WENG_POR_TARGETS_GLOBAL_DN",28,"Down",0.0946197913000054,0.560552240209714
"BIOCARTA_PLCE_PATHWAY",13,"Down",0.0946426420766672,0.560552240209714
"WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP",27,"Up",0.0949550312806668,0.561121315415867
"REACTOME_MAPK6_MAPK4_SIGNALING",100,"Up",0.0950373395161372,0.561121315415867
"REACTOME_TCR_SIGNALING",130,"Up",0.095043349842427,0.561121315415867
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_1",102,"Down",0.0952929948049186,0.561994759116308
"BENPORATH_MYC_TARGETS_WITH_EBOX",294,"Up",0.0954117221679023,0.562095071108559
"SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4",284,"Down",0.0957096232618611,0.563249603988332
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",59,"Up",0.0961201290190135,0.564671245072566
"MAYBURD_RESPONSE_TO_L663536_UP",38,"Up",0.0963170564219437,0.564671245072566
"BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP",45,"Up",0.0963610480858264,0.564671245072566
"BROWNE_HCMV_INFECTION_8HR_DN",67,"Up",0.0963717503836756,0.564671245072566
"BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1",30,"Up",0.096462116422096,0.564671245072566
"DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN",13,"Up",0.0965680086112215,0.564692926545619
"REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES",34,"Up",0.0969482432385904,0.564782975375974
"MOOTHA_GLYCOLYSIS",27,"Up",0.0969682967945131,0.564782975375974
"KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN",70,"Down",0.0972268092116442,0.564782975375974
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",64,"Up",0.097260346875968,0.564782975375974
"ZHAN_MULTIPLE_MYELOMA_PR_DN",59,"Down",0.0973829374399574,0.564782975375974
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",13,"Down",0.0974931955075951,0.564782975375974
"KEGG_PROTEIN_EXPORT",31,"Up",0.0975311094470412,0.564782975375974
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",73,"Up",0.0975608575724405,0.564782975375974
"KONDO_COLON_CANCER_HCP_WITH_H3K27ME1",28,"Up",0.0975809172685333,0.564782975375974
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",18,"Up",0.0976271730082996,0.564782975375974
"REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE",25,"Up",0.0977462470721355,0.564782975375974
"WU_ALZHEIMER_DISEASE_UP",32,"Up",0.0978098638137545,0.564782975375974
"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT",143,"Up",0.0979784569958753,0.565165922086855
"REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG",4,"Down",0.0984732878861916,0.567165399108024
"JEPSEN_SMRT_TARGETS",38,"Up",0.0985951256364273,0.567165399108024
"KORKOLA_TERATOMA_UP",21,"Up",0.0986329982886014,0.567165399108024
"GARCIA_TARGETS_OF_FLI1_AND_DAX1_DN",220,"Up",0.0989052903052678,0.568139952418825
"REACTOME_REGULATION_OF_SIGNALING_BY_NODAL",7,"Down",0.099064325813002,0.568462579898909
"SCIBETTA_KDM5B_TARGETS_DN",104,"Up",0.0995249291417409,0.570513234893423
"REACTOME_DUAL_INCISION_IN_TC_NER",72,"Up",0.0999424931800006,0.572313178562366
"REACTOME_COLLAGEN_DEGRADATION",63,"Up",0.100112553095081,0.57269354907186
"GAVIN_FOXP3_TARGETS_CLUSTER_T7",119,"Up",0.100665421431288,0.575260722677658
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",13,"Up",0.100916011343898,0.576096982114031
"KANG_AR_TARGETS_DN",32,"Up",0.101102275537366,0.576564679689872
"MARKEY_RB1_CHRONIC_LOF_DN",187,"Up",0.101416856683256,0.577762422713065
"RIGGINS_TAMOXIFEN_RESISTANCE_UP",126,"Up",0.101615547851523,0.578020699571887
"REACTOME_PTK6_REGULATES_CELL_CYCLE",8,"Up",0.10179944290309,0.578020699571887
"BIOCARTA_EGFR_SMRTE_PATHWAY",20,"Down",0.101821452486376,0.578020699571887
"FERRANDO_LYL1_NEIGHBORS",18,"Up",0.101939654859461,0.578020699571887
"TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN",17,"Down",0.101985194006983,0.578020699571887
"REACTOME_ENDOGENOUS_STEROLS",22,"Down",0.102268941072119,0.579035008570216
"BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX",37,"Down",0.102567149346331,0.579242163141227
"NGUYEN_NOTCH1_TARGETS_UP",59,"Up",0.102573329220195,0.579242163141227
"REACTOME_FANCONI_ANEMIA_PATHWAY",40,"Up",0.102619992348039,0.579242163141227
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2",157,"Up",0.103085970579511,0.581278646349363
"HOSHIDA_LIVER_CANCER_SUBCLASS_S1",347,"Up",0.103366996871513,0.582269138340449
"CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_DN",6,"Up",0.104040439127857,0.58489637365742
"DAZARD_RESPONSE_TO_UV_NHEK_UP",297,"Up",0.104045084202903,0.58489637365742
"DITTMER_PTHLH_TARGETS_UP",171,"Up",0.104303255923702,0.5857518213764
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",43,"Up",0.104506188506275,0.585835698678435
"RODRIGUES_DCC_TARGETS_UP",7,"Up",0.104714194401186,0.585835698678435
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS",23,"Down",0.104751956896202,0.585835698678435
"WANG_RESPONSE_TO_BEXAROTENE_DN",45,"Up",0.105168339605026,0.585835698678435
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",29,"Down",0.105176705363607,0.585835698678435
"BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER",21,"Down",0.105215475391463,0.585835698678435
"CROMER_METASTASIS_DN",116,"Up",0.105257312251691,0.585835698678435
"SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP",697,"Up",0.10530906472473,0.585835698678435
"NAKAMURA_ADIPOGENESIS_EARLY_DN",55,"Up",0.1053622237983,0.585835698678435
"HASLINGER_B_CLL_WITH_17P13_DELETION",29,"Up",0.105544408448519,0.585835698678435
"REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION",9,"Down",0.105583175759854,0.585835698678435
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",11,"Down",0.105590364799805,0.585835698678435
"MOSERLE_IFNA_RESPONSE",58,"Down",0.105843264502019,0.586649829125535
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING",6,"Up",0.10627458970886,0.588165268646239
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",15,"Up",0.106440787994933,0.588165268646239
"AMIT_DELAYED_EARLY_GENES",23,"Down",0.106464019467446,0.588165268646239
"KIM_ALL_DISORDERS_DURATION_CORR_UP",9,"Down",0.106794294061213,0.588165268646239
"SCHEIDEREIT_IKK_TARGETS",36,"Up",0.106809476315897,0.588165268646239
"FARMER_BREAST_CANCER_CLUSTER_8",8,"Down",0.10689727709203,0.588165268646239
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",45,"Down",0.106938533701286,0.588165268646239
"CHANG_POU5F1_TARGETS_UP",36,"Up",0.106968167750538,0.588165268646239
"BIOCARTA_NKT_PATHWAY",20,"Up",0.107239157886328,0.588783269606139
"JU_AGING_TERC_TARGETS_UP",7,"Down",0.107293657707814,0.588783269606139
"REACTOME_CELLULAR_HEXOSE_TRANSPORT",15,"Down",0.107420213818253,0.588892957896493
"WU_APOPTOSIS_BY_CDKN1A_NOT_VIA_TP53",21,"Up",0.10781985628093,0.589979527756958
"NADLER_HYPERGLYCEMIA_AT_OBESITY",84,"Up",0.107875108265391,0.589979527756958
"GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION",15,"Up",0.108093430166728,0.589979527756958
"SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP",45,"Up",0.108149184556234,0.589979527756958
"WU_HBX_TARGETS_2_UP",40,"Up",0.108166020587023,0.589979527756958
"HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP",108,"Up",0.108259001293079,0.589979527756958
"BAE_BRCA1_TARGETS_UP",119,"Up",0.108949745885288,0.59315891208089
"LIU_CDX2_TARGETS_DN",5,"Down",0.109326688921191,0.594625278522147
"TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP",105,"Up",0.109678766051961,0.595953649167292
"BIOCARTA_PTC1_PATHWAY",13,"Up",0.109987321808841,0.597043163374908
"KORKOLA_TERATOMA",43,"Up",0.110570451852151,0.599619545569173
"REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY",14,"Up",0.111455098117622,0.603824384507822
"REACTOME_SIGNALING_BY_MST1",6,"Down",0.111693949141688,0.604525722778617
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",47,"Up",0.111869402676071,0.604879199600821
"KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP",849,"Up",0.111978179730662,0.604879199600821
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",28,"Up",0.112175776991183,0.605220303766609
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS",14,"Down",0.112260371219829,0.605220303766609
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES",48,"Up",0.112705347734325,0.605989300360541
"WALLACE_PROSTATE_CANCER_UP",24,"Up",0.112724367426599,0.605989300360541
"MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP",114,"Up",0.112731994348649,0.605989300360541
"KINNEY_DNMT1_METHYLATION_TARGETS",6,"Up",0.112942801677128,0.606532480143646
"BAKER_HEMATOPOESIS_STAT1_TARGETS",9,"Up",0.113089349821891,0.60672985156871
"BIOCARTA_IRES_PATHWAY",8,"Up",0.113698573263704,0.609406707910016
"SESTO_RESPONSE_TO_UV_C6",48,"Up",0.114326524816636,0.612067893233423
"REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO",10,"Up",0.114451244919679,0.612067893233423
"DAIRKEE_CANCER_PRONE_RESPONSE_BPA",75,"Up",0.114650759429832,0.612067893233423
"BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP",18,"Up",0.114673154672895,0.612067893233423
"HORTON_SREBF_TARGETS",29,"Up",0.11474888479729,0.612067893233423
"RIZ_ERYTHROID_DIFFERENTIATION_HEMGN",35,"Down",0.115327852503974,0.613228862774789
"LEE_CALORIE_RESTRICTION_MUSCLE_UP",39,"Up",0.115345710313868,0.613228862774789
"BRUECKNER_TARGETS_OF_MIRLET7A3_DN",114,"Up",0.115397415037733,0.613228862774789
"BURTON_ADIPOGENESIS_7",75,"Up",0.115410426580851,0.613228862774789
"JI_RESPONSE_TO_FSH_UP",140,"Up",0.116000315418152,0.615109875538719
"ONO_AML1_TARGETS_DN",38,"Up",0.116036380185821,0.615109875538719
"NAGASHIMA_EGF_SIGNALING_UP",72,"Down",0.116201820521199,0.615109875538719
"REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5",9,"Up",0.116284981516911,0.615109875538719
"STONER_ESOPHAGEAL_CARCINOGENESIS_UP",53,"Up",0.116320995283743,0.615109875538719
"KYNG_RESPONSE_TO_H2O2_VIA_ERCC6",29,"Up",0.116717686511882,0.616567815267963
"VERNELL_RETINOBLASTOMA_PATHWAY_DN",42,"Up",0.116829588126473,0.616567815267963
"LI_DCP2_BOUND_MRNA",96,"Up",0.117009193799653,0.616567815267963
"CLAUS_PGR_POSITIVE_MENINGIOMA_DN",15,"Up",0.117062509713784,0.616567815267963
"PID_INTEGRIN1_PATHWAY",81,"Up",0.11715457944831,0.616567815267963
"TERAO_AOX4_TARGETS_SKIN_DN",45,"Up",0.117428207630212,0.617039981996682
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN",62,"Down",0.117539964766879,0.617039981996682
"BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN",49,"Up",0.117579279957022,0.617039981996682
"SUNG_METASTASIS_STROMA_DN",62,"Up",0.118027961434194,0.618806940118931
"VERRECCHIA_RESPONSE_TO_TGFB1_C3",23,"Up",0.118239987604618,0.619330968249402
"REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS",48,"Up",0.118575047668703,0.619847045365886
"REACTOME_MRNA_SPLICING",212,"Up",0.118738560478555,0.619847045365886
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",268,"Up",0.118830517361975,0.619847045365886
"LEE_CALORIE_RESTRICTION_NEOCORTEX_DN",109,"Up",0.119039019726898,0.619847045365886
"HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN",57,"Up",0.11908399697782,0.619847045365886
"SANA_RESPONSE_TO_IFNG_UP",113,"Down",0.119093791187505,0.619847045365886
"REACTOME_DEFENSINS",7,"Up",0.119220182505932,0.619847045365886
"BIOCARTA_HSP27_PATHWAY",18,"Up",0.119235868480626,0.619847045365886
"CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP",64,"Up",0.119769975235571,0.621686767207411
"GARY_CD5_TARGETS_DN",537,"Up",0.119880957235009,0.621686767207411
"RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN",1062,"Down",0.119927269967988,0.621686767207411
"GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP",181,"Down",0.120922759134597,0.626259762865777
"TIAN_TNF_SIGNALING_NOT_VIA_NFKB",31,"Down",0.121117954088247,0.626683346715029
"MAHADEVAN_IMATINIB_RESISTANCE_UP",25,"Down",0.121401630723175,0.62713956795904
"BIOCARTA_GABA_PATHWAY",8,"Up",0.121466650436174,0.62713956795904
"MARKS_ACETYLATED_NON_HISTONE_PROTEINS",15,"Down",0.121546593790107,0.62713956795904
"WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN",103,"Down",0.122447484716496,0.630699027114885
"WIERENGA_STAT5A_TARGETS_GROUP2",79,"Up",0.122464722420245,0.630699027114885
"ZIRN_TRETINOIN_RESPONSE_DN",6,"Up",0.122728011840222,0.630933293258014
"MATZUK_IMPLANTATION_AND_UTERINE",19,"Down",0.122738561392031,0.630933293258014
"NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP",372,"Up",0.123150265361704,0.632461307052767
"REACTOME_REGULATION_OF_PTEN_LOCALIZATION",13,"Up",0.123442838861618,0.633375234493314
"AMIT_EGF_RESPONSE_20_HELA",14,"Down",0.124063869660162,0.635971190855339
"DAZARD_UV_RESPONSE_CLUSTER_G28",36,"Up",0.124329976653226,0.636744625566014
"BIOCARTA_UCALPAIN_PATHWAY",24,"Up",0.124555397936381,0.637308452774484
"JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP",72,"Up",0.124681888650324,0.637365510343837
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",153,"Up",0.125267935019553,0.639534677506431
"PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP",48,"Up",0.125337686525419,0.639534677506431
"HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_UP",16,"Down",0.125484140129836,0.639691289997672
"KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_UP",51,"Up",0.125810357682121,0.640763167328479
"KEGG_CARDIAC_MUSCLE_CONTRACTION",85,"Up",0.126275033391023,0.642537600846034
"REACTOME_FATTY_ACIDS",16,"Down",0.126542331338356,0.643305356923419
"WIERENGA_PML_INTERACTOME",77,"Up",0.126769027840773,0.643865485154513
"REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING",17,"Down",0.127101348175636,0.64496056016397
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST",22,"Up",0.127554344986682,0.646665422382023
"KIM_MYC_AMPLIFICATION_TARGETS_UP",227,"Up",0.127788939558521,0.647260934922445
"NAKAMURA_ADIPOGENESIS_LATE_DN",54,"Up",0.128419193936302,0.648224853386184
"PRAMOONJAGO_SOX4_TARGETS_DN",58,"Up",0.128426952869922,0.648224853386184
"MOOTHA_MITOCHONDRIA",477,"Up",0.128500751556858,0.648224853386184
"REACTOME_ASSEMBLY_OF_THE_HIV_VIRION",22,"Up",0.128564463257024,0.648224853386184
"NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON",25,"Down",0.12856576896693,0.648224853386184
"SUZUKI_AMPLIFIED_IN_ORAL_CANCER",17,"Down",0.129080590077977,0.649458023517172
"RUAN_RESPONSE_TO_TROGLITAZONE_DN",19,"Up",0.129160428191721,0.649458023517172
"REACTOME_NUCLEOBASE_BIOSYNTHESIS",16,"Up",0.129162933015811,0.649458023517172
"REACTOME_HEDGEHOG_OFF_STATE",124,"Up",0.129423519861694,0.650176700687017
